,Gender,Age,Annual Income (k),Spending Score (1-100),Email,label
10830,1,23.0,790.0,41.0,elmore88@gorczany.com,4
10858,1,38.0,789.0,75.0,beaulah.kilback@hotmail.com,4
10862,1,35.0,500.0,55.0,greta.mertz@grant.com,4
10886,1,36.0,777.0,27.0,frida.eichmann@legros.com,4
10946,1,69.0,450.0,46.0,schmidt.nicolette@wunsch.biz,4
10957,1,19.0,645.0,59.0,pacocha.deven@kuhn.com,4
10966,1,40.0,456.0,48.0,abraham92@hotmail.com,4
10970,1,38.0,334.0,55.0,yjones@gmail.com,4
10975,1,19.0,678.0,58.0,tyshawn10@sauer.com,4
10983,1,32.0,678.0,42.0,zulauf.vernice@blanda.info,4
11019,1,27.0,678.0,47.0,ransom41@roberts.com,4
11034,1,67.0,444.0,52.0,leatha93@harris.com,4
11052,1,57.0,345.0,51.0,sraynor@bernhard.com,4
11063,1,18.0,666.0,41.0,violette.cronin@yahoo.com,4
11108,1,19.0,400.0,50.0,mandy45@friesen.com,4
11140,1,19.0,555.0,46.0,randall71@kling.info,4
11214,1,19.0,777.0,97.0,skoch@gmail.com,4
11419,1,69.0,450.0,46.0,okeefe.murray@yahoo.com,4
11439,1,40.0,456.0,48.0,thane@yahoo.com,4
11448,1,19.0,678.0,58.0,melba.morar@yahoo.com,4
11469,1,56.0,670.0,46.0,mgislason@oconner.com,4
11515,1,32.0,666.0,63.0,maude30@mraz.com,4
11565,1,27.0,678.0,47.0,hkulas@yahoo.com,4
11598,1,57.0,345.0,51.0,leslie46@satterfield.com,4
11619,1,49.0,333.0,48.0,hayes.laurence@gmail.com,4
11628,1,65.0,345.0,52.0,gutmann.emile@bechtelar.com,4
11651,1,32.0,333.0,73.0,hrosenbaum@rodriguez.net,4
11674,1,28.0,450.0,75.0,sporer.wava@kuhn.info,4
11712,1,20.0,456.0,75.0,owaelchi@medhurst.com,4
11733,1,70.0,500.0,56.0,kirlin.ernie@hotmail.com,4
11805,1,29.0,500.0,88.0,larkin.garfield@yahoo.com,4
11833,1,35.0,345.0,90.0,lura80@davis.info,4
11848,1,59.0,450.0,83.0,price.art@gmail.com,4
11857,1,68.0,460.0,48.0,cormier.elvie@bartell.com,4
11879,1,50.0,555.0,46.0,veronica64@hotmail.com,4
11882,1,48.0,345.0,49.0,amclaughlin@hotmail.com,4
11888,1,48.0,610.0,42.0,wmccullough@yahoo.com,4
11905,1,32.0,678.0,43.0,rturcotte@harris.info,4
11956,1,20.0,456.0,75.0,zharris@gmail.com,4
11962,1,24.0,567.0,65.0,haley.shawna@gmail.com,4
11976,1,70.0,500.0,56.0,marcelino.monahan@gmail.com,4
11979,1,19.0,344.0,59.0,huels.winifred@gmail.com,4
11988,1,60.0,661.0,49.0,sprosacco@wiegand.com,4
12046,1,29.0,500.0,88.0,raegan.schaden@hotmail.com,4
12072,1,35.0,345.0,90.0,koby36@hotmail.com,4
12087,1,59.0,450.0,83.0,corwin.marquise@legros.com,4
12091,1,30.0,777.0,72.0,vmacejkovic@bechtelar.biz,4
12127,1,69.0,450.0,46.0,estanton@hodkiewicz.com,4
12147,1,40.0,456.0,48.0,mreilly@klocko.org,4
12155,1,19.0,678.0,58.0,sydney11@rowe.com,4
12176,1,56.0,670.0,46.0,isidro49@gislason.com,4
12212,1,39.0,780.0,88.0,yadira10@yahoo.com,4
12224,1,32.0,666.0,63.0,cbuckridge@botsford.com,4
12274,1,27.0,678.0,47.0,isidro67@hotmail.com,4
12289,1,67.0,444.0,52.0,smurray@lindgren.com,4
12307,1,57.0,345.0,51.0,pagac.larue@spinka.com,4
12318,1,18.0,666.0,41.0,zboncak.regan@yahoo.com,4
12341,1,40.0,435.0,31.0,haven59@hotmail.com,4
12355,1,50.0,670.0,55.0,rachel65@mcdermott.info,4
12364,1,47.0,660.0,41.0,khalid.nolan@okeefe.info,4
12368,1,53.0,666.0,46.0,collins.susana@gmail.com,4
12373,1,63.0,450.0,51.0,yfeest@klocko.com,4
12382,1,60.0,500.0,56.0,aohara@connelly.com,4
12400,1,18.0,560.0,41.0,milton45@klocko.info,4
12409,1,23.0,790.0,41.0,doris60@corwin.info,4
12437,1,38.0,789.0,75.0,lindsey.pfannerstill@abernathy.com,4
12441,1,35.0,500.0,55.0,jeramy44@jaskolski.com,4
12465,1,36.0,777.0,27.0,tkertzmann@gmail.com,4
12525,1,69.0,450.0,46.0,kbernier@gmail.com,4
12536,1,19.0,645.0,59.0,mayert.elian@gmail.com,4
12545,1,40.0,456.0,48.0,rodrigo.cartwright@hotmail.com,4
12549,1,38.0,334.0,55.0,christopher.beier@yahoo.com,4
12554,1,19.0,678.0,58.0,wendell08@hotmail.com,4
12562,1,32.0,678.0,42.0,renner.adam@kerluke.com,4
12597,1,27.0,678.0,47.0,haylee.baumbach@hotmail.com,4
12612,1,67.0,444.0,52.0,marley.oconner@robel.com,4
12630,1,57.0,345.0,51.0,josianne.torphy@gmail.com,4
12641,1,18.0,666.0,41.0,joana63@gorczany.biz,4
12686,1,19.0,400.0,50.0,evalyn41@yahoo.com,4
12719,1,19.0,555.0,46.0,hschulist@yahoo.com,4
12795,1,19.0,777.0,97.0,hauer@lockman.com,4
12998,1,69.0,450.0,46.0,boehm.mariela@gmail.com,4
13018,1,40.0,456.0,48.0,upton.leon@gmail.com,4
13027,1,19.0,678.0,58.0,ycrona@yahoo.com,4
13047,1,56.0,670.0,46.0,silas.tillman@senger.net,4
13095,1,32.0,666.0,63.0,alivia.ritchie@hotmail.com,4
13145,1,27.0,678.0,47.0,adella.hackett@gmail.com,4
13178,1,57.0,345.0,51.0,jonatan54@beer.info,4
13199,1,49.0,333.0,48.0,michele.schultz@towne.com,4
13208,1,65.0,345.0,52.0,perry.schultz@kris.com,4
13231,1,32.0,333.0,73.0,towne.william@olson.com,4
13254,1,28.0,450.0,75.0,genoveva57@williamson.org,4
13292,1,20.0,456.0,75.0,maye.durgan@gmail.com,4
13313,1,70.0,500.0,56.0,vabernathy@hotmail.com,4
13385,1,29.0,500.0,88.0,vstracke@sporer.net,4
13413,1,35.0,345.0,90.0,jack03@zemlak.biz,4
13427,1,59.0,450.0,83.0,padberg.marjory@streich.com,4
13436,1,68.0,460.0,48.0,belle60@hotmail.com,4
13457,1,50.0,555.0,46.0,casandra.dickinson@gmail.com,4
13460,1,48.0,345.0,49.0,bbeahan@gmail.com,4
13466,1,48.0,610.0,42.0,xparker@lehner.com,4
13484,1,32.0,678.0,43.0,kchristiansen@gmail.com,4
13534,1,20.0,456.0,75.0,mcrooks@gmail.com,4
13540,1,24.0,567.0,65.0,dominique08@gmail.com,4
13554,1,70.0,500.0,56.0,elfrieda20@gmail.com,4
13557,1,19.0,344.0,59.0,eunice41@hotmail.com,4
13566,1,60.0,661.0,49.0,hermann.walsh@yahoo.com,4
13624,1,29.0,500.0,88.0,schuster.lennie@yahoo.com,4
13651,1,35.0,345.0,90.0,pfeffer.kendrick@hotmail.com,4
13666,1,59.0,450.0,83.0,lonnie.monahan@gmail.com,4
13670,1,30.0,777.0,72.0,shea69@mohr.com,4
13706,1,69.0,450.0,46.0,glen.heller@gmail.com,4
13726,1,40.0,456.0,48.0,yundt.ada@schneider.com,4
13735,1,19.0,678.0,58.0,davis.vicky@koss.com,4
13755,1,56.0,670.0,46.0,cbatz@yost.com,4
13791,1,39.0,780.0,88.0,alysson.pouros@hotmail.com,4
13803,1,32.0,666.0,63.0,umurray@hotmail.com,4
13853,1,27.0,678.0,47.0,larue.kuhic@bergstrom.biz,4
13868,1,67.0,444.0,52.0,jarrell66@hills.org,4
13886,1,57.0,345.0,51.0,jamie50@beer.com,4
13897,1,18.0,666.0,41.0,xdamore@stokes.com,4
13920,1,40.0,435.0,31.0,cormier.ross@gmail.com,4
13934,1,50.0,670.0,55.0,austin.bartell@gislason.com,4
13943,1,47.0,660.0,41.0,marlon.wehner@luettgen.com,4
13950,1,63.0,450.0,51.0,raymond20@hilpert.org,4
13958,1,60.0,500.0,56.0,mcdermott.derrick@gmail.com,4
13976,1,18.0,560.0,41.0,flossie.schumm@yahoo.com,4
13985,1,23.0,790.0,41.0,stoltenberg.tristian@marquardt.com,4
14013,1,38.0,789.0,75.0,hdach@hotmail.com,4
14017,1,35.0,500.0,55.0,will.kane@dickens.net,4
14040,1,36.0,777.0,27.0,jacobs.evan@hotmail.com,4
14099,1,69.0,450.0,46.0,reynolds.riley@hayes.org,4
14110,1,19.0,645.0,59.0,jason24@gmail.com,4
14118,1,40.0,456.0,48.0,kirstin00@hotmail.com,4
14122,1,38.0,334.0,55.0,daugherty.lia@ohara.org,4
14127,1,19.0,678.0,58.0,hodkiewicz.trey@will.biz,4
14135,1,32.0,678.0,42.0,josefina.mohr@bauch.biz,4
14171,1,27.0,678.0,47.0,eriberto.padberg@wehner.com,4
14185,1,67.0,444.0,52.0,hkuhlman@gmail.com,4
14201,1,57.0,345.0,51.0,oroberts@little.org,4
14212,1,18.0,666.0,41.0,gunnar68@gmail.com,4
14256,1,19.0,400.0,50.0,clementine.walter@purdy.com,4
14289,1,19.0,555.0,46.0,kcorwin@mcclure.info,4
14365,1,19.0,777.0,97.0,demarco89@fadel.com,4
14569,1,69.0,450.0,46.0,funk.odessa@hotmail.com,4
14589,1,40.0,456.0,48.0,lubowitz.lincoln@yahoo.com,4
14598,1,19.0,678.0,58.0,wilhelmine.cruickshank@hirthe.biz,4
14619,1,56.0,670.0,46.0,johan.schroeder@hettinger.info,4
14667,1,32.0,666.0,63.0,nfeil@hotmail.com,4
14716,1,27.0,678.0,47.0,cschiller@schuster.com,4
14749,1,57.0,345.0,51.0,freida91@gutkowski.com,4
14770,1,49.0,333.0,48.0,schamberger.carlotta@yahoo.com,4
14778,1,65.0,345.0,52.0,dwintheiser@berge.com,4
14801,1,32.0,333.0,73.0,weimann.zelda@funk.com,4
14824,1,28.0,450.0,75.0,jenkins.taylor@hotmail.com,4
14862,1,20.0,456.0,75.0,imelda91@terry.org,4
14883,1,70.0,500.0,56.0,dayne06@hotmail.com,4
14954,1,29.0,500.0,88.0,uwaelchi@balistreri.com,4
14982,1,35.0,345.0,90.0,halvorson.kody@reilly.com,4
14996,1,59.0,450.0,83.0,khoppe@considine.com,4
15005,1,68.0,460.0,48.0,qbergstrom@gmail.com,4
15027,1,50.0,555.0,46.0,zboncak.gerson@gmail.com,4
15030,1,48.0,345.0,49.0,branson.simonis@swift.com,4
15036,1,48.0,610.0,42.0,jacobson.nadia@gmail.com,4
15054,1,32.0,678.0,43.0,swift.robbie@schmidt.com,4
15103,1,20.0,456.0,75.0,stone.rath@lehner.com,4
15109,1,24.0,567.0,65.0,hilario.beier@schultz.com,4
15123,1,70.0,500.0,56.0,samir03@hotmail.com,4
15126,1,19.0,344.0,59.0,pschaefer@stehr.com,4
15135,1,60.0,661.0,49.0,csatterfield@bailey.com,4
15194,1,29.0,500.0,88.0,willow.streich@champlin.org,4
15220,1,35.0,345.0,90.0,lincoln.weimann@yahoo.com,4
15235,1,59.0,450.0,83.0,rickie.mitchell@roberts.com,4
15239,1,30.0,777.0,72.0,npouros@gmail.com,4
15275,1,69.0,450.0,46.0,stamm.maeve@douglas.biz,4
15295,1,40.0,456.0,48.0,adell.kassulke@anderson.com,4
15304,1,19.0,678.0,58.0,roreilly@shanahan.com,4
15325,1,56.0,670.0,46.0,alphonso54@kub.biz,4
15361,1,39.0,780.0,88.0,mrunolfsson@west.com,4
15422,1,27.0,678.0,47.0,davonte.heathcote@torp.com,4
15436,1,67.0,444.0,52.0,edgardo.yost@yahoo.com,4
15454,1,57.0,345.0,51.0,gutmann.aron@dibbert.biz,4
15465,1,18.0,666.0,41.0,mitchel.walker@mckenzie.com,4
15488,1,40.0,435.0,31.0,antwon.greenfelder@schuppe.net,4
15502,1,50.0,670.0,55.0,robert.ortiz@cremin.info,4
15511,1,47.0,660.0,41.0,nestor28@yahoo.com,4
15515,1,53.0,666.0,46.0,ojacobson@yahoo.com,4
15520,1,63.0,450.0,51.0,kebert@johnston.com,4
15529,1,60.0,500.0,56.0,oda65@yahoo.com,4
15547,1,18.0,560.0,41.0,oberbrunner.jolie@grimes.com,4
15556,1,23.0,790.0,41.0,reichel.miles@gmail.com,4
15584,1,38.0,789.0,75.0,emmy.mitchell@hotmail.com,4
15588,1,35.0,500.0,55.0,fahey.thelma@gmail.com,4
15612,1,36.0,777.0,27.0,larkin.chyna@hotmail.com,4
15672,1,69.0,450.0,46.0,jcarter@kreiger.com,4
15683,1,19.0,645.0,59.0,zcronin@yahoo.com,4
15692,1,40.0,456.0,48.0,ines83@oberbrunner.org,4
15696,1,38.0,334.0,55.0,oceane08@luettgen.net,4
15701,1,19.0,678.0,58.0,okuneva.helena@oreilly.com,4
15709,1,32.0,678.0,42.0,amely43@lubowitz.info,4
15745,1,27.0,678.0,47.0,candice.hackett@kertzmann.com,4
15760,1,67.0,444.0,52.0,elizabeth.block@yahoo.com,4
15778,1,57.0,345.0,51.0,jarret13@hotmail.com,4
15789,1,18.0,666.0,41.0,felipe.smith@mann.com,4
