,Gender,Age,Annual Income (k),Spending Score (1-100),Email,label
14947,1,23.0,1200.0,77.0,albert.powlowski@gmail.com,2
14975,1,44.0,1300.0,95.0,jstoltenberg@gmail.com,2
15011,1,60.0,1111.0,66.0,champlin.lura@yahoo.com,2
15048,1,65.0,1112.0,52.0,howell.kip@abshire.com,2
15051,1,19.0,900.0,46.0,gus43@collier.com,2
15071,1,32.0,890.0,73.0,mario40@hotmail.com,2
15075,1,32.0,1000.0,87.0,elissa30@blick.info,2
15117,1,50.0,900.0,45.0,lockman.agustin@hotmail.com,2
15132,1,32.0,1234.0,47.0,nash67@gmail.com,2
15172,1,65.0,1000.0,52.0,ilene.heller@mueller.net,2
15187,1,23.0,1200.0,77.0,nikolaus.alia@fay.com,2
15215,1,44.0,1300.0,95.0,noelia.hirthe@yahoo.com,2
15267,1,31.0,1100.0,42.0,mcdermott.dakota@gmail.com,2
15279,1,19.0,1234.0,55.0,dameon.goldner@hotmail.com,2
15280,1,67.0,1000.0,52.0,arosenbaum@yahoo.com,2
15316,1,21.0,890.0,42.0,kmarvin@gmail.com,2
15334,1,63.0,1200.0,43.0,srippin@maggio.com,2
15339,1,38.0,1167.0,40.0,cletus50@gmail.com,2
15343,1,23.0,1234.0,77.0,kali.marvin@lynch.org,2
15379,1,32.0,987.0,86.0,mherman@hotmail.com,2
15386,1,34.0,1030.0,23.0,kboyer@sipes.biz,2
15442,1,19.0,1409.0,59.0,weissnat.skylar@block.net,2
15470,1,47.0,900.0,47.0,fhansen@conroy.info,2
15481,1,35.0,999.0,98.0,marlin.koepp@leffler.com,2
15574,1,51.0,999.0,43.0,ali76@hotmail.com,2
15592,1,32.0,908.0,93.0,thahn@yahoo.com,2
15677,1,67.0,1000.0,52.0,friesen.sylvester@lowe.com,2
15713,1,21.0,890.0,42.0,zelda62@rosenbaum.com,2
15757,1,53.0,1200.0,46.0,egerhold@hahn.org,2
15766,1,19.0,1409.0,59.0,qmorissette@rowe.com,2
15794,1,47.0,900.0,47.0,jimmie03@hotmail.com,2
