CustomerID,Gender,Age,Annual Income (k),Spending Score (1-100),Email
578,Male,27,88,69,fbartell@funk.com
579,Male,59,112,14,olaf28@schiller.com
580,Male,35,93,90,wbednar@zulauf.com
581,Female,37,97,32,christiansen.jeanette@wolff.com
582,Female,32,97,86,rpadberg@wolf.biz
583,Male,46,98,15,dedric.gleichner@quigley.info
584,Female,29,98,88,gislason.dianna@davis.org
585,Female,41,99,39,maxime.kemmer@frami.com
586,Male,50,99,97,lwunsch@yahoo.com
587,Female,54,101,24,vstrosin@ferry.com
588,Male,28,101,68,oberbrunner.rosario@ryan.biz
589,Female,41,103,17,bauch.aurore@blanda.com
590,Female,36,103,85,vswaniawski@keebler.biz
591,Female,34,1030,23,dangelo.mueller@gmail.com
592,Female,32,103,69,msteuber@yahoo.com
593,Male,33,113,8,rice.lilliana@yahoo.com
594,Female,38,113,91,bella.miller@gmail.com
595,Female,47,120,16,kennedi.huel@yahoo.com
596,Female,23,120,79,lindgren.candice@hotmail.com
597,Female,45,126,28,gottlieb.emmie@gleichner.net
598,Male,32,126,74,brady.johnson@witting.com
599,Male,32,137,18,nrunolfsdottir@hotmail.com
600,Male,59,137,83,abbie.nader@hilpert.net
601,Female,29,15,39,leanna24@gulgowski.com
602,Female,21,20,81,vmante@becker.org
603,Male,20,1123,6,isom.beer@hotmail.com
604,Male,23,45,77,ruecker.jovan@lakin.com
605,Male,31,17,40,ines24@gmail.com
606,Female,18,17,76,rosemary11@gmail.com
607,Female,35,18,6,meta.wisozk@douglas.com
608,Male,23,44,94,ara.stamm@mante.com
609,Male,64,19,3,porter74@gmail.com
610,Male,30,19,,paris10@lind.com
611,Male,67,19,14,unikolaus@gmail.com
612,Female,35,19,99,dcremin@yahoo.com
613,Female,58,20,15,emmett66@bogan.com
614,Male,24,55,77,hilpert.ubaldo@mills.org
615,Female,37,111,13,ozella.predovic@gmail.com
616,Female,22,20,79,pacocha.ayla@schmidt.com
617,Female,53,21,35,sgraham@hotmail.com
618,Female,20,34,66,ibauch@boehm.com
619,Female,52,23,29,nienow.daphney@hotmail.com
620,Female,35,23,98,stone.vandervort@kohler.info
621,Male,35,24,35,ybruen@gmail.com
622,Female,25,24,73,owilderman@larkin.com
623,Female,46,25,5,hudson.chyna@gmail.com
624,Male,31,25,73,kuhlman.deborah@schmeler.com
625,Female,39,28,,bgrant@gmail.com
626,Female,29,28,82,rgaylord@yahoo.com
627,Male,45,234,32,terry.gino@yahoo.com
628,Male,35,28,61,cruickshank.amanda@yahoo.com
629,Male,40,24,31,cgaylord@larkin.info
630,Male,23,29,87,yblick@lind.com
631,Male,60,30,4,harmony.schaden@yahoo.com
632,Male,21,30,73,wyman.brando@yahoo.com
633,Female,53,33,4,nreilly@gmail.com
634,Female,18,123,92,anderson32@yahoo.com
635,Male,28,33,14,thea13@leuschke.com
636,Female,21,55,81,gkiehn@steuber.com
637,Female,42,34,17,madge.wolff@yahoo.com
638,Male,30,34,73,demarco.wunsch@gmail.com
639,Male,36,37,26,lexie.mertz@murphy.biz
640,Female,20,23,75,witting.judd@gmail.com
641,Female,65,38,35,turner.anissa@price.com
642,Male,24,38,92,cara.powlowski@gmail.com
643,Female,48,39,36,sabrina.beier@strosin.com
644,Female,45,39,61,keven90@lehner.com
645,Male,49,33,28,kelton96@yost.com
646,Male,24,39,65,lempi.gutkowski@gmail.com
647,Male,50,40,55,araceli45@pacocha.org
648,Female,27,678,47,lehner.lucienne@stokes.com
649,Female,29,40,42,shanahan.robert@hotmail.com
650,Male,31,40,42,nadia24@yahoo.com
651,,49,45,52,markus71@zieme.info
652,Male,33,42,60,kylie80@tremblay.com
653,Female,31,43,54,bria.emard@hotmail.com
654,Female,59,43,60,earlene.willms@cummerata.org
655,Female,50,43,45,herta.hauck@oconner.com
656,Female,47,43,41,zemlak.maude@streich.info
657,Male,32,44,50,hailie.gottlieb@emard.org
658,Female,69,44,46,heaven.ortiz@hotmail.com
659,Male,27,46,51,smitham.leanna@yahoo.com
660,Female,53,1200,46,hills.frederick@gmail.com
661,Female,70,46,56,tavares.daugherty@yahoo.com
662,Female,19,46,55,sgusikowski@gmail.com
663,Male,67,47,52,flavie30@paucek.net
664,Female,19,47,59,gwen.von@erdman.com
665,Male,63,55,51,emelie11@boyle.net
666,Female,18,48,59,alda.borer@yahoo.com
667,Male,43,48,50,dino61@yahoo.com
668,Female,68,48,48,yundt.kaylin@doyle.com
669,Female,19,1409,59,sporer.august@batz.com
670,Male,32,48,47,benton.grant@yahoo.com
671,Male,70,49,55,casimir.kuhic@hotmail.com
672,Male,47,123,42,kyler.watsica@yahoo.com
673,Male,60,50,49,caleb.trantow@reichel.com
674,Male,60,50,56,heidi95@gmail.com
675,Female,59,54,47,rashad73@hilpert.net
676,Female,26,54,54,agutmann@zemlak.com
677,Male,67,54,53,dangelo.wisoky@dickinson.biz
678,Male,40,54,48,treva.kiehn@yahoo.com
679,Male,23,54,52,flangworth@hotmail.com
680,Male,49,111,42,kmorissette@parisian.biz
681,Female,57,345,51,adrian55@kemmer.biz
682,Female,38,54,55,arnoldo82@breitenberg.com
683,Male,67,54,41,janessa66@hintz.biz
684,Female,,54,44,fwaters@davis.org
685,Female,21,54,57,wellington.grimes@gmail.com
686,Male,48,54,46,rachelle93@klocko.com
687,Female,45,222,58,shannon.boyer@hartmann.com
688,Male,22,57,55,josefa.deckow@thompson.com
689,Female,34,58,60,dconnelly@hotmail.com
690,Female,50,5670,46,olson.dorothy@wilderman.com
691,Female,68,59,55,vita.lang@gmail.com
692,Female,18,59,41,harmony.cormier@schultz.com
693,Male,48,60,49,mathias.carter@nicolas.biz
694,Female,40,60,40,christian.feil@oconnell.org
695,Female,32,60,42,crona.eliezer@weissnat.info
696,Female,24,60,52,adele95@waelchi.com
697,Female,47,60,47,rahsaan15@yahoo.com
698,Male,27,60,50,cwhite@yahoo.com
699,Male,34,61,42,whayes@yahoo.com
700,Male,20,45,49,laverna85@yahoo.com
701,Male,23,62,41,abdul.streich@mckenzie.org
702,Male,49,333,48,elta10@yahoo.com
703,Female,67,62,59,cormier.nichole@kulas.com
704,Female,26,62,55,marilou.walker@zboncak.com
705,Female,49,62,56,xstiedemann@feest.com
706,Female,21,62,42,ward.ladarius@yahoo.com
707,Female,66,54,50,enid.mitchell@yahoo.com
708,Female,56,63,46,considine.randal@yahoo.com
709,Male,68,63,,cynthia.jacobs@dietrich.com
710,Female,66,63,48,lgaylord@gmail.com
711,Male,65,345,52,syble86@hotmail.com
712,Female,19,63,54,lsmith@hotmail.com
713,Female,38,64,42,wcummerata@gmail.com
714,Female,19,64,46,walker.bernie@hotmail.com
715,Male,18,65,48,cruickshank.rocky@treutel.com
716,Male,69,65,50,alegros@hane.org
717,Female,63,65,43,ffahey@hotmail.com
718,Male,49,65,59,lexie.bailey@rice.org
719,Male,51,67,43,charvey@huel.com
720,Female,50,67,57,aliza.cronin@yahoo.com
721,Male,27,67,56,jeanette.lemke@kshlerin.org
722,Male,38,67,40,ubechtelar@lakin.net
723,Female,40,44,58,dhansen@yahoo.com
724,Male,39,69,91,sallie.lehner@gmail.com
725,Female,23,70,29,stoltenberg.ewald@johns.info
726,Male,23,5678,77,lisandro.ernser@yahoo.com
727,Female,43,71,35,sadye.kshlerin@jones.org
728,Male,40,71,95,milford83@nicolas.com
729,Female,59,71,11,dmclaughlin@rowe.com
730,Female,38,71,75,carson.mante@hotmail.com
731,Male,47,71,9,nrolfson@kilback.com
732,Female,39,71,75,meaghan.heaney@yahoo.com
733,Male,25,72,34,ortiz.easter@rowe.com
734,Male,31,72,71,mhill@yahoo.com
735,Female,35,500,5,ruecker.conner@yahoo.com
736,Female,29,73,88,gquigley@gmail.com
737,Female,44,73,7,swindler@hill.org
738,Female,32,333,73,dkub@olson.com
739,Female,19,74,10,corwin.stanford@hotmail.com
740,Female,35,74,72,rkuhn@gmail.com
741,Female,57,75,5,josephine.kemmer@hotmail.com
742,Male,32,75,93,felipa.larkin@white.info
743,Male,28,76,40,xtromp@bergstrom.com
744,Female,32,23,87,mgrant@gmail.com
745,Female,25,77,12,awitting@osinski.com
746,Female,28,77,97,nemard@walter.net
747,Female,25,77,36,adams.ambrose@koelpin.com
748,Female,32,77,74,henriette.mueller@yahoo.com
749,Female,34,78,22,koepp.easter@yahoo.com
750,Female,34,230,90,roma62@grady.com
751,Female,43,78,17,marquardt.claud@yahoo.com
752,Male,39,78,88,buford.rath@gerhold.com
753,Female,44,78,20,clementine.grady@senger.com
754,Male,38,78,76,miller.carroll@nitzsche.com
755,Female,23,78,16,schaden.pearline@huels.com
756,Male,27,78,89,itremblay@gmail.com
757,Female,37,78,1,kling.ladarius@gmail.com
758,Male,30,78,78,mann.cathryn@collins.net
759,,34,,1,dhagenes@rowe.com
760,Male,30,78,73,lakin.lionel@oreilly.com
761,Male,56,79,35,walker.karlee@ratke.biz
762,Male,29,79,83,josie.bergnaum@hotmail.com
763,Female,44,230,5,bulah92@leannon.info
764,Female,44,81,93,ykris@hotmail.com
765,Male,50,85,26,lauretta52@heidenreich.com
766,Male,36,85,75,juanita.kub@padberg.com
767,Female,42,86,20,ellie.greenfelder@zulauf.com
768,Female,33,86,95,douglas.mia@hotmail.com
769,Male,36,87,27,micheal.kautzer@hotmail.com
770,Female,32,87,63,kautzer.cory@zboncak.com
771,Male,40,87,13,watsica.leif@romaguera.com
772,Female,28,450,75,jhuels@auer.biz
773,Female,43,87,10,prosacco.aurore@hotmail.com
774,Female,36,87,92,ktromp@kulas.com
775,Male,52,88,13,sarina37@kirlin.info
776,Male,30,88,86,hilma23@yahoo.com
777,Female,58,88,15,adelia17@simonis.org
778,Male,27,88,69,carmella.wiza@hotmail.com
779,Female,59,345,14,nicolas.gerry@yahoo.com
780,Female,35,93,90,rosenbaum.kiarra@bogisich.com
781,Male,37,97,32,cordie91@jenkins.biz
782,Male,32,97,86,hattie.wuckert@altenwerth.com
783,Male,46,98,15,zackary78@stehr.net
784,Female,29,890,88,hauck.flo@bernhard.org
785,Female,60,99,39,nolan.laurine@yahoo.com
786,Male,50,99,97,trevor24@hotmail.com
787,Female,54,101,24,mccullough.pascale@corkery.com
788,Female,28,101,68,mekhi.mraz@hotmail.com
789,Female,41,103,17,abbott.river@gmail.com
790,Female,36,103,85,garret74@considine.com
791,Female,34,103,23,caitlyn33@collins.com
792,Male,32,55,69,alycia.lindgren@hotmail.com
793,Male,33,1132,8,geovanny83@gmail.com
794,Female,38,113,91,sbalistreri@yahoo.com
795,Female,47,120,16,lynn.hackett@yahoo.com
796,Male,23,120,,reyes18@hettinger.net
797,Female,45,126,28,muriel47@lehner.org
798,Female,32,145,74,alberta.kub@carter.com
799,Male,32,450,18,fbernier@hotmail.com 
800,Male,59,137,83,qgoldner@leuschke.com
801,Female,29,137,39,keebler.bria@yahoo.com
802,Female,21,15,81,greta.miller@murray.info
803,Male,55,200,6,cjast@gmail.com
804,Male,23,16,77,mallie07@hotmail.com
805,Male,31,45,40,nienow.eusebio@jacobs.org
806,Female,18,17,76,eliane.oconner@gmail.com
807,Female,35,17,6,pabernathy@metz.info
808,Male,23,18,94,abigayle61@jacobi.com
809,Male,64,44,3,vbrown@gislason.com
810,Male,30,19,72,pat.champlin@hotmail.com
811,Male,67,19,14,rolfson.cydney@spencer.com
812,Female,35,19,99,jkoch@hotmail.com
813,Female,58,19,15,lakin.kamron@kassulke.com
814,Male,24,20,77,ilebsack@yahoo.com
815,Female,37,234,13,conroy.kip@hotmail.com
816,Female,22,20,79,teagan.wisozk@veum.com
817,Female,53,20,35,jerrold.davis@marquardt.com
818,Female,20,21,66,gkling@goodwin.com
819,Female,52,34,29,eloisa12@berge.com
820,Female,35,23,98,willms.dell@gmail.com
821,Male,,23,35,roberts.keyshawn@daniel.com
822,Female,25,24,73,lbarton@gmail.com
823,Female,46,24,5,tstehr@gislason.com
824,Male,31,25,73,kelsi.nitzsche@mccullough.org
825,Female,39,25,14,swift.paige@yahoo.com
826,Female,29,28,82,talon.kiehn@hahn.biz
827,Male,45,28,32,olson.milford@bradtke.info
828,Male,35,28,61,drippin@kertzmann.biz
829,Male,40,28,31,kelton58@rowe.com
830,Male,23,24,87,ursula97@yahoo.com
831,Male,60,29,4,lavada87@gmail.com
832,Male,21,30,73,rosenbaum.jacques@cartwright.org
833,Female,53,30,4,garmstrong@yahoo.com
834,Female,18,33,92,tania85@donnelly.com
835,Male,28,123,14,nlind@gmail.com
836,Female,21,33,81,monahan.ruth@boyer.org
837,Female,42,33,17,simone58@yahoo.com
838,Male,30,34,73,botsford.ottilie@rodriguez.com
839,Male,36,34,26,cyrus64@bashirian.biz
840,Female,20,456,75,ayana.parker@schroeder.com
841,Female,65,23,35,carmel78@yahoo.com
842,Male,24,38,92,gusikowski.cameron@bartoletti.com
843,Female,48,38,36,eleanore.walter@quigley.com
844,Female,45,39,61,torphy.oda@gmail.com
845,Male,21,39,28,maximus.gibson@connelly.com
846,Male,24,33,65,preilly@yahoo.com
847,Male,50,39,55,hoeger.jaleel@prohaska.com
848,Female,27,40,47,gusikowski.alize@harvey.com
849,Female,29,40,42,fadams@kuphal.net
850,Male,31,40,42,itoy@kohler.com
851,Male,49,40,52,tferry@yahoo.com
852,Male,33,45,60,raufderhar@yahoo.com
853,Female,31,42,54,zachery06@hotmail.com
854,Female,59,43,60,heloise.bahringer@yahoo.com
855,Female,50,43,45,parker.esta@gmail.com
856,Female,47,43,41,hosea.mueller@yahoo.com
857,Male,32,43,50,hdicki@hotmail.com
858,Female,69,44,46,ansel.littel@corwin.net
859,Male,56,44,51,steve00@yahoo.com
860,Female,53,46,46,una58@hotmail.com
861,Female,70,500,56,anna82@adams.biz
862,Female,19,46,55,heaney.derek@yahoo.com
863,Male,67,46,52,alfreda28@west.org
864,Female,19,47,59,noah.streich@oberbrunner.org
865,Male,63,47,51,wilkinson.claire@gmail.com
866,Female,18,55,59,zaria.johns@klein.biz
867,Male,43,48,50,powlowski.kyleigh@yahoo.com
868,Female,68,48,48,gilbert97@rath.com
869,Female,19,48,59,juliana.kulas@gmail.com
870,Male,32,1234,47,lamar51@schmitt.info
871,Male,32,48,55,turcotte.omari@hotmail.com
872,Male,47,49,42,layne67@jacobs.com
873,Male,60,123,49,jarred81@kovacek.com
874,Male,60,50,56,leffler.ryann@hotmail.com
875,Female,59,50,47,yhand@yahoo.com
876,Female,26,54,54,ola13@klocko.info
877,Male,67,54,53,baylee.beer@yahoo.com
878,Male,40,54,48,hyatt.monique@gmail.com
879,,23,54,52,dvon@prohaska.com
880,Male,49,54,42,goyette.jerry@terry.biz
881,Female,57,111,51,kshlerin.angelita@kozey.com
882,Female,38,54,55,witting.theodore@ullrich.com
883,Male,67,54,,dprohaska@gmail.com
884,Female,46,54,44,lacey54@gmail.com
885,Female,21,54,57,pkoepp@fisher.com
886,Male,48,54,46,hettie61@white.biz
887,Female,19,54,58,larson.moriah@murray.com
888,Male,22,222,55,rafael.murazik@bruen.com
889,Female,34,57,60,reilly.madge@yahoo.com
890,Female,50,58,46,camilla63@gmail.com
891,Female,68,58,55,grady.trey@yahoo.com
892,Female,18,59,41,emie.carroll@gmail.com
893,Male,48,3334,49,wilber48@ferry.com
894,Female,40,60,40,malinda.wolf@vandervort.com
895,Female,32,60,42,wisoky.mara@ledner.info
896,Female,24,60,52,megane.bins@gmail.com
897,Female,47,60,47,kelsi72@gmail.com
898,Male,27,60,50,fsanford@beer.net
899,Male,21,60,42,casper.anabelle@bergstrom.org
900,Male,20,61,49,ariane.luettgen@hotmail.com
901,Female,23,45,41,tamara.effertz@yahoo.com
902,Female,49,62,48,okon.alfredo@yahoo.com
903,Male,67,62,59,mraz.barrett@yahoo.com
904,Male,26,62,55,isaiah.rogahn@gibson.com
905,Female,49,62,56,wlegros@ratke.net
906,Female,21,62,42,reynolds.cruz@emmerich.com
907,Male,20,62,50,vjones@yahoo.com
908,Male,56,54,46,connor80@oconnell.com
909,Male,68,63,43,alebsack@halvorson.biz
910,Female,66,63,48,kavon.walker@koepp.biz
911,Female,65,1000,52,gabrielle.green@yahoo.com
912,Male,19,63,54,abbie13@gmail.com
913,Male,38,63,42,herman19@hotmail.com
914,Male,19,64,46,belle45@gmail.com
915,Male,18,64,48,reinger.marcia@yahoo.com
916,Female,69,65,50,terry.myrtie@hotmail.com
917,Female,63,65,43,bjacobi@gmail.com
918,Male,49,65,59,gwuckert@flatley.com
919,Female,18,65,43,zharber@gislason.org
920,Female,50,67,57,santina20@hotmail.com
921,Female,27,67,56,zlubowitz@hotmail.com
922,Female,38,67,40,mosciski.maynard@murphy.com
923,Female,40,67,58,jhomenick@roob.com
924,Female,39,44,91,fkeebler@collins.net
925,Male,23,69,29,dibbert.karl@welch.com
926,Female,23,1200,77,ddooley@yahoo.com
927,Female,43,70,35,erin.cartwright@yahoo.com
928,Male,40,71,95,davin.kemmer@bauch.com
929,Female,59,71,11,pwyman@gmail.com
930,Female,56,71,75,abernathy.alexzander@yahoo.com
931,Male,47,71,9,olaf49@yahoo.com
932,Male,39,71,75,dwunsch@kuhic.info
933,Male,25,71,34,rossie.osinski@dubuque.net
934,Male,31,72,71,tillman.torp@harber.biz
935,Male,35,72,5,otha.mann@gmail.com
936,Male,29,500,88,aufderhar.ramiro@yahoo.com
937,Female,44,73,7,wintheiser.benton@hahn.com
938,Female,32,73,73,ctorphy@gmail.com
939,Male,19,73,10,cole.boyle@casper.com
940,Female,35,74,72,mose60@hotmail.com
941,Female,66,74,5,myundt@gmail.com
942,Male,32,75,93,sluettgen@hotmail.com
943,Male,28,75,40,luisa.keebler@gmail.com
944,Female,32,76,87,vlueilwitz@yahoo.com
945,Female,25,76,12,armstrong.astrid@ledner.net
946,Male,28,77,97,hodkiewicz.kennedy@windler.com
947,Female,22,234,36,cormier.darby@ledner.com
948,Female,32,77,74,aiden09@kemmer.com
949,Male,34,77,22,yolanda41@hotmail.com
950,Male,34,78,90,choeger@hotmail.com
951,Male,43,230,17,berge.imogene@mcdermott.com
952,Female,39,78,88,alexzander85@yahoo.com
953,Female,44,78,20,kihn.hannah@boyle.com
954,Male,38,78,76,kihn.deonte@hotmail.com
955,Male,47,78,16,alakin@hotmail.com
956,Male,27,78,,fwilkinson@hotmail.com
957,Female,37,78,1,alejandra54@gmail.com
958,Female,30,78,78,ycasper@spencer.biz
959,Female,56,78,1,domenica.gaylord@schimmel.com
960,Female,30,78,73,elwyn20@schulist.org
961,Male,56,78,35,icie.weissnat@gmail.com
962,Female,29,79,83,pbaumbach@yahoo.com
963,Male,44,79,5,tkris@gmail.com
964,Female,31,81,93,feeney.wendy@yahoo.com
965,Female,50,81,26,quincy.goyette@gmail.com
966,Female,36,85,75,rita41@kerluke.com
967,Male,42,85,20,harber.clementina@yahoo.com
968,Female,44,1300,95,jbahringer@hotmail.com
969,Male,36,,27,dana99@buckridge.com
970,Female,32,87,63,kyra22@nitzsche.net
971,Male,40,87,13,irving.jones@yahoo.com
972,Female,28,87,75,eudora27@gmail.com
973,Female,43,87,10,bins.summer@yahoo.com
974,Male,36,87,92,roy.wilkinson@kuvalis.biz
975,Male,52,87,13,ernser.tristian@krajcik.net
976,Male,30,88,86,kerluke.nina@yahoo.com
977,Male,33,88,15,charity30@hotmail.com
978,Male,27,88,69,esta.cole@yahoo.com
979,Female,59,88,14,sim.hilpert@denesik.biz
980,Female,35,345,90,chad10@schmitt.com
981,Male,37,93,32,rey.keeling@reinger.com
982,Male,32,97,86,mateo.dare@gmail.com
983,Male,46,97,15,river.schroeder@schinner.com
984,Male,29,98,88,kpfannerstill@brown.info
985,Female,41,98,,noelia.gibson@pagac.com
986,Female,50,99,97,hartmann.george@yahoo.com
987,Male,54,99,24,ritchie.loren@hartmann.com
988,Female,28,101,68,mante.schuyler@hotmail.com
989,Female,41,101,17,sporer.juana@wunsch.biz
990,Male,36,103,85,dhahn@yahoo.com
991,Female,34,103,23,strosin.sylvia@gmail.com
992,Male,32,103,69,caesar.schimmel@gmail.com
993,Female,33,55,8,kkemmer@hotmail.com
994,Female,38,113,91,feest.kallie@powlowski.com
995,Female,47,113,16,oheidenreich@gmail.com
996,Female,23,120,79,williamson.monserrat@yahoo.com
997,Male,45,120,28,awelch@gmail.com
998,Female,32,126,74,nyundt@upton.org
999,Female,32,145,18,ethan.bashirian@bednar.com
1000,Female,59,450,83,theron.moore@boyer.com
1001,Male,23,454,1,shreyasghodake2@gmail.com
