,Gender,Age,Annual Income (k),Spending Score (1-100),Email
2480,1,26.0,54.0,54.0,fframi@walsh.com
2481,1,67.0,54.0,53.0,vincenzo35@gmail.com
2482,1,40.0,456.0,48.0,alex52@hotmail.com
2483,1,23.0,54.0,52.0,ucrist@hickle.com
2484,1,49.0,54.0,42.0,bernadette14@yahoo.com
2485,1,57.0,54.0,51.0,godfrey41@yahoo.com
2486,1,38.0,54.0,55.0,bud.carter@beer.org
2487,1,67.0,54.0,41.0,wilderman.lyla@wiza.com
2488,1,46.0,54.0,44.0,penelope.frami@gottlieb.info
2489,1,21.0,54.0,57.0,mollie.cruickshank@hotmail.com
2490,1,48.0,54.0,46.0,maximus47@gmail.com
2491,1,19.0,678.0,58.0,barrows.lurline@hotmail.com
2492,1,22.0,57.0,55.0,hauck.amie@gmail.com
2493,1,34.0,58.0,60.0,ktrantow@gmail.com
2494,1,50.0,58.0,46.0,nbins@gmail.com
2495,1,68.0,59.0,55.0,janelle93@yahoo.com
2496,1,18.0,59.0,41.0,xhermann@hotmail.com
2497,1,48.0,60.0,49.0,ankunding.mariana@yahoo.com
2498,1,40.0,60.0,40.0,darron.jacobs@langosh.net
2499,1,32.0,60.0,42.0,yschmitt@gleason.com
2500,1,24.0,60.0,52.0,misty29@feest.com
2501,1,47.0,60.0,47.0,ora05@yahoo.com
2502,1,27.0,60.0,50.0,rtorphy@gmail.com
2503,1,21.0,890.0,42.0,albert69@anderson.biz
2504,1,20.0,61.0,49.0,alockman@hotmail.com
2505,1,23.0,62.0,41.0,kuhic.luciano@hotmail.com
2506,1,49.0,62.0,48.0,lynch.ezekiel@hotmail.com
2507,1,67.0,62.0,59.0,jamil.waters@hotmail.com
2508,1,26.0,62.0,55.0,jking@gmail.com
2509,1,49.0,62.0,56.0,lokeefe@yahoo.com
2510,1,21.0,62.0,42.0,tanner00@bosco.net
2511,1,20.0,63.0,50.0,wilburn.prohaska@huel.com
2512,1,56.0,670.0,46.0,arden.ratke@gmail.com
2513,1,68.0,63.0,43.0,vhoeger@hamill.com
2514,1,66.0,63.0,48.0,toy.feest@green.com
2515,1,65.0,63.0,52.0,littel.monserrat@schneider.org
2516,1,19.0,63.0,54.0,walsh.martine@gmail.com
2517,1,38.0,64.0,42.0,aufderhar.giovanna@rolfson.biz
2518,1,19.0,64.0,46.0,lisandro.strosin@gmail.com
2519,1,18.0,65.0,48.0,xrenner@yahoo.com
2520,1,69.0,65.0,50.0,nader.blaise@hotmail.com
2521,1,63.0,1200.0,43.0,rswift@gmail.com
2522,1,49.0,65.0,59.0,jules96@jenkins.com
2523,1,18.0,67.0,43.0,kschmitt@oberbrunner.info
2524,1,50.0,67.0,57.0,hickle.keeley@hodkiewicz.com
2525,1,27.0,67.0,56.0,hyatt.edythe@mills.info
2526,1,38.0,67.0,40.0,selena.fritsch@braun.info
2527,1,40.0,69.0,58.0,ben80@stoltenberg.info
2528,1,39.0,69.0,91.0,schaden.aisha@hotmail.com
2529,1,32.0,70.0,29.0,josianne.russel@gmail.com
2530,1,23.0,1234.0,77.0,ujohnston@hartmann.com
2531,1,43.0,71.0,35.0,leann.howe@gmail.com
2532,1,40.0,71.0,95.0,tianna.vandervort@ebert.biz
2534,1,56.0,71.0,75.0,alize.gottlieb@considine.com
2536,1,39.0,71.0,75.0,sarai77@carter.com
2537,1,25.0,72.0,34.0,nathaniel05@pfannerstill.com
2538,1,31.0,72.0,71.0,simonis.fred@schimmel.com
2540,1,29.0,73.0,88.0,gmoen@schumm.net
2542,1,32.0,61.0,73.0,amari.kohler@bosco.com
2544,1,35.0,74.0,72.0,jakob38@gmail.com
2546,1,32.0,75.0,93.0,tatyana18@rohan.info
2547,1,28.0,76.0,40.0,josie.herman@beahan.net
2548,1,32.0,76.0,87.0,romaguera.cyril@ryan.com
2550,1,28.0,123.0,97.0,paolo.glover@gmail.com
2551,1,22.0,77.0,36.0,hilario.frami@emard.com
2552,1,32.0,77.0,74.0,osvaldo69@bailey.com
2553,1,34.0,78.0,22.0,dhirthe@yahoo.com
2554,1,34.0,78.0,90.0,maud78@hotmail.com
2556,1,39.0,78.0,88.0,mathilde71@yahoo.com
2558,1,38.0,78.0,76.0,tremblay.alexys@gmail.com
2560,1,27.0,78.0,89.0,erunte@boyle.com
2562,1,30.0,78.0,78.0,idell82@hyatt.com
2564,1,30.0,78.0,73.0,gfisher@hotmail.com
2565,1,56.0,79.0,35.0,clotilde11@little.org
2566,1,29.0,79.0,83.0,jrau@labadie.biz
2568,1,31.0,56.0,93.0,veum.magnolia@nikolaus.com
2569,1,50.0,85.0,26.0,morris12@johnson.com
2570,1,36.0,85.0,75.0,larkin.marcia@yahoo.com
2572,1,44.0,86.0,95.0,kvolkman@gutmann.com
2573,1,36.0,87.0,27.0,labernathy@green.com
2574,1,32.0,666.0,63.0,gutkowski.caesar@hotmail.com
2576,1,28.0,87.0,75.0,casimir.kutch@johns.info
2578,1,36.0,87.0,92.0,bradtke.evans@yahoo.com
2580,1,30.0,88.0,86.0,palma23@miller.com
2582,1,27.0,88.0,69.0,ressie.becker@gmail.com
2584,1,35.0,93.0,90.0,lorenz.schmeler@gmail.com
2585,1,37.0,97.0,32.0,lehner.janae@gmail.com
2586,1,32.0,97.0,86.0,dorothy94@lindgren.com
2588,1,29.0,98.0,88.0,dibbert.lurline@skiles.com
2589,1,41.0,99.0,39.0,eeffertz@gmail.com
2590,1,50.0,99.0,97.0,ztorp@yahoo.com
2591,1,54.0,101.0,24.0,zora42@reichert.info
2592,1,28.0,101.0,68.0,wyost@anderson.net
2594,1,36.0,103.0,85.0,haag.trudie@smith.net
2595,1,34.0,1030.0,23.0,roberts.sally@gmail.com
2596,1,32.0,103.0,69.0,esimonis@yahoo.com
2598,1,38.0,113.0,91.0,little.jared@hotmail.com
2600,1,23.0,120.0,79.0,felicita.farrell@hotmail.com
2601,1,45.0,126.0,28.0,gconsidine@gmail.com
2602,1,32.0,126.0,74.0,adrianna83@yahoo.com
2604,1,59.0,137.0,83.0,purdy.dillon@sawayn.com
2608,1,23.0,45.0,77.0,elouise78@yahoo.com
2612,1,23.0,44.0,94.0,ahill@hotmail.com
2618,1,24.0,55.0,77.0,damore.anna@ryan.com
2621,1,53.0,21.0,35.0,dach.annabell@hotmail.com
2622,1,20.0,34.0,66.0,zjones@braun.com
2623,1,52.0,23.0,29.0,herzog.sadye@jacobs.net
2624,1,35.0,23.0,98.0,othiel@ziemann.com
2625,1,35.0,24.0,35.0,margot.hauck@effertz.net
2626,1,25.0,24.0,73.0,bstrosin@yahoo.com
2628,1,31.0,25.0,73.0,orn.darian@gmail.com
2629,1,39.0,28.0,50.0,isai27@gmail.com
2630,1,29.0,28.0,82.0,vsatterfield@stracke.biz
2631,1,45.0,234.0,32.0,ariane.hagenes@goldner.com
2632,1,35.0,28.0,61.0,xavier.schmeler@yahoo.com
2633,1,40.0,24.0,31.0,jimmie50@hotmail.com
2634,1,23.0,29.0,87.0,asha.bogan@hand.biz
2636,1,21.0,30.0,73.0,kilback.bennett@gmail.com
2638,1,18.0,123.0,92.0,jared76@gmail.com
2640,1,21.0,55.0,81.0,romaguera.jessyca@gmail.com
2642,1,30.0,34.0,73.0,hagenes.hildegard@volkman.com
2643,1,36.0,37.0,26.0,hayley.klein@hotmail.com
2644,1,20.0,23.0,75.0,tremblay.amber@gmail.com
2645,1,65.0,38.0,35.0,delmer31@gmail.com
2646,1,24.0,38.0,92.0,vinnie90@monahan.biz
2647,1,48.0,39.0,36.0,hipolito44@hotmail.com
2648,1,45.0,39.0,61.0,price07@herzog.com
2649,1,49.0,33.0,28.0,rosetta36@zulauf.com
2650,1,24.0,39.0,65.0,issac.welch@stehr.com
2651,1,50.0,40.0,55.0,lesly.brekke@yahoo.com
2652,1,27.0,678.0,47.0,zpfannerstill@gmail.com
2653,1,29.0,40.0,42.0,corkery.astrid@yahoo.com
2654,1,31.0,40.0,42.0,heller.brisa@hessel.net
2655,1,49.0,45.0,52.0,raphaelle.sipes@moore.biz
2656,1,33.0,42.0,60.0,mkling@lakin.com
2657,1,31.0,43.0,54.0,schulist.itzel@cartwright.biz
2658,1,59.0,43.0,60.0,kyleigh.huels@yahoo.com
2659,1,50.0,43.0,45.0,cole.david@hotmail.com
2660,1,47.0,43.0,41.0,lulu.rempel@hudson.com
2661,1,32.0,44.0,50.0,xlynch@hotmail.com
2662,1,69.0,44.0,46.0,tamia67@gmail.com
2663,1,27.0,46.0,51.0,lroberts@wiza.com
2664,1,53.0,1200.0,46.0,thiel.darron@hotmail.com
2665,1,70.0,46.0,56.0,wehner.ethyl@shanahan.com
2666,1,19.0,46.0,55.0,mateo.king@smith.org
2667,1,67.0,47.0,52.0,neoma.davis@reichel.net
2668,1,19.0,47.0,59.0,jebert@lockman.com
2669,1,63.0,55.0,51.0,skiles.rebekah@harris.biz
2670,1,18.0,48.0,59.0,wupton@stark.com
2671,1,43.0,48.0,50.0,hkeeling@frami.net
2672,1,68.0,48.0,48.0,shakira.paucek@hotmail.com
2673,1,19.0,1409.0,59.0,nthompson@hotmail.com
2674,1,32.0,48.0,47.0,koss.rashad@schumm.net
2675,1,70.0,49.0,55.0,gaylord23@anderson.com
2676,1,47.0,123.0,42.0,maurice.pollich@rodriguez.com
2677,1,60.0,50.0,49.0,hans.wolff@yahoo.com
2678,1,60.0,50.0,56.0,rosalinda.swaniawski@flatley.com
2679,1,59.0,54.0,47.0,kelsie.durgan@kunze.com
2680,1,26.0,54.0,54.0,flavio35@gmail.com
2681,1,67.0,54.0,53.0,reynolds.johnny@romaguera.com
2682,1,40.0,54.0,48.0,marie.altenwerth@gmail.com
2683,1,23.0,54.0,52.0,gleichner.katrine@gmail.com
2684,1,49.0,111.0,42.0,maci.buckridge@hotmail.com
2685,1,57.0,345.0,51.0,von.buck@yahoo.com
2686,1,38.0,54.0,55.0,bianka31@gmail.com
2687,1,67.0,54.0,41.0,schneider.jaren@hotmail.com
2688,1,32.0,54.0,44.0,cebert@gmail.com
2689,1,21.0,54.0,57.0,xhegmann@yahoo.com
2690,1,48.0,54.0,46.0,jett.lebsack@bergstrom.com
2691,1,45.0,222.0,58.0,jparker@larkin.net
2692,1,22.0,57.0,55.0,yweimann@lang.org
2693,1,34.0,58.0,60.0,schmeler.abigale@hotmail.com
2694,1,50.0,5670.0,46.0,nyah04@flatley.com
2695,1,68.0,59.0,55.0,elmira.casper@hayes.com
2696,1,18.0,59.0,41.0,schiller.gardner@hotmail.com
2697,1,48.0,60.0,49.0,veum.olga@lebsack.info
2698,1,40.0,60.0,40.0,bella86@muller.info
2699,1,32.0,60.0,42.0,mbruen@yost.org
2700,1,24.0,60.0,52.0,rdenesik@mueller.org
2701,1,47.0,60.0,47.0,mafalda.larson@koepp.org
2702,1,27.0,60.0,50.0,carmelo.dooley@hotmail.com
2703,1,34.0,61.0,42.0,kessler.bernadine@gmail.com
2704,1,20.0,45.0,49.0,mitchell.khalil@gmail.com
2705,1,23.0,62.0,41.0,cielo77@gmail.com
2706,1,49.0,333.0,48.0,erwin73@yahoo.com
2707,1,67.0,62.0,59.0,aborer@yahoo.com
2708,1,26.0,62.0,55.0,fwaelchi@cummings.biz
2709,1,49.0,62.0,56.0,bdooley@yahoo.com
2710,1,21.0,62.0,42.0,merl.rosenbaum@waters.com
2711,1,66.0,54.0,50.0,katharina.dooley@hotmail.com
2712,1,56.0,63.0,46.0,purdy.marquis@hotmail.com
2713,1,68.0,63.0,50.0,kbins@gmail.com
2714,1,66.0,63.0,48.0,hartmann.verda@gmail.com
2715,1,65.0,345.0,52.0,kiara.towne@gmail.com
2716,1,19.0,63.0,54.0,jody.schroeder@yahoo.com
2717,1,38.0,64.0,42.0,uspencer@murphy.org
2718,1,19.0,64.0,46.0,lorn@yahoo.com
2719,1,18.0,65.0,48.0,marquise16@hessel.com
2720,1,69.0,65.0,50.0,fhuels@hilpert.com
2721,1,63.0,65.0,43.0,hailee55@hotmail.com
2722,1,49.0,65.0,59.0,fgreenfelder@yahoo.com
2723,1,51.0,67.0,43.0,ezekiel.nolan@ondricka.com
2724,1,50.0,67.0,57.0,heathcote.tierra@gmail.com
2725,1,27.0,67.0,56.0,sheldon10@considine.com
2726,1,38.0,67.0,40.0,heidenreich.merritt@hotmail.com
2727,1,40.0,44.0,58.0,green.therese@lakin.com
2728,1,39.0,69.0,91.0,cgleason@beahan.com
2729,1,23.0,70.0,29.0,herta.windler@stracke.biz
2730,1,23.0,5678.0,77.0,rosenbaum.velva@collins.com
2731,1,43.0,71.0,35.0,jeanette.swaniawski@jones.com
2732,1,40.0,71.0,95.0,nicolas12@hotmail.com
2734,1,38.0,71.0,75.0,angeline.jakubowski@hotmail.com
2736,1,39.0,71.0,75.0,nkessler@rutherford.org
2737,1,25.0,72.0,34.0,julia10@bailey.net
2738,1,31.0,72.0,71.0,ffunk@bernier.com
2740,1,29.0,73.0,88.0,wgibson@yahoo.com
2742,1,32.0,333.0,73.0,bridget99@gmail.com
2744,1,35.0,74.0,72.0,morar.perry@rodriguez.com
2746,1,32.0,75.0,93.0,gwest@huels.org
2747,1,28.0,76.0,40.0,zieme.joaquin@boehm.com
2748,1,32.0,23.0,87.0,lang.kristina@yahoo.com
2750,1,28.0,77.0,97.0,vrutherford@hotmail.com
2751,1,25.0,77.0,36.0,oconner.elyssa@gottlieb.com
2752,1,32.0,77.0,74.0,wilma78@yahoo.com
2753,1,34.0,78.0,22.0,thelma55@hotmail.com
2754,1,34.0,230.0,90.0,opouros@hotmail.com
2756,1,39.0,78.0,88.0,adella.daniel@carter.net
2758,1,38.0,78.0,76.0,sandrine.kirlin@hirthe.com
2760,1,27.0,78.0,89.0,merle.huels@predovic.org
2762,1,30.0,78.0,78.0,dedric.littel@yahoo.com
2764,1,30.0,78.0,73.0,ruth96@gmail.com
2765,1,56.0,79.0,35.0,casper.florian@schaefer.biz
2766,1,29.0,79.0,83.0,rodriguez.hanna@hotmail.com
2768,1,44.0,81.0,93.0,lon34@upton.biz
2769,1,50.0,85.0,26.0,gregoria25@yahoo.com
2770,1,36.0,85.0,75.0,may.block@hotmail.com
2772,1,33.0,86.0,95.0,delfina.volkman@maggio.com
2773,1,36.0,87.0,27.0,douglas.skyla@runolfsson.com
2774,1,32.0,87.0,63.0,emard.alice@yahoo.com
2776,1,28.0,450.0,75.0,karina30@zieme.biz
2778,1,36.0,87.0,92.0,everette.hessel@gmail.com
2780,1,30.0,88.0,86.0,carey.hermann@yahoo.com
2782,1,27.0,88.0,69.0,rossie36@deckow.com
2784,1,35.0,93.0,90.0,lcasper@gmail.com
2785,1,37.0,97.0,32.0,napoleon60@marks.com
2786,1,32.0,97.0,86.0,thomenick@rohan.biz
2788,1,29.0,890.0,88.0,strosin.kallie@yahoo.com
2789,1,60.0,99.0,39.0,jamarcus.daugherty@spencer.net
2790,1,50.0,99.0,97.0,yglover@oconnell.com
2791,1,54.0,101.0,24.0,bondricka@rodriguez.com
2792,1,28.0,101.0,68.0,casper.myrl@howell.com
2794,1,36.0,103.0,85.0,hilpert.lew@wunsch.info
2795,1,34.0,103.0,23.0,jameson.marquardt@conn.com
2796,1,32.0,55.0,69.0,syble.kozey@gmail.com
2798,1,38.0,113.0,91.0,bogan.amparo@toy.com
2800,1,23.0,120.0,50.0,whintz@vonrueden.org
2801,1,45.0,126.0,28.0,fthompson@gmail.com
2802,1,32.0,145.0,74.0,mabelle05@hotmail.com
2804,1,59.0,137.0,83.0,stacey88@hotmail.com
2805,1,29.0,137.0,39.0,dibbert.juliana@yahoo.com
2809,1,31.0,45.0,40.0,hagenes.junius@hotmail.com
2822,1,20.0,21.0,66.0,warmstrong@kessler.com
2823,1,52.0,34.0,29.0,gilbert93@abshire.com
2824,1,35.0,23.0,98.0,johathan.reinger@howe.com
2825,1,32.0,23.0,35.0,jakubowski.alysa@moen.com
2826,1,25.0,24.0,73.0,otha.cummings@labadie.com
2828,1,31.0,25.0,73.0,crooks.eliane@kemmer.com
2830,1,29.0,28.0,82.0,stamm.gardner@gmail.com
2831,1,45.0,28.0,32.0,isai.hartmann@yahoo.com
2832,1,35.0,28.0,61.0,cbarton@hotmail.com
2833,1,40.0,28.0,31.0,leanna05@yahoo.com
2834,1,23.0,24.0,87.0,yboyle@hirthe.com
2836,1,21.0,30.0,73.0,estel.legros@gmail.com
2838,1,18.0,33.0,92.0,efren31@yahoo.com
2840,1,21.0,33.0,81.0,jannie43@yahoo.com
2842,1,30.0,34.0,73.0,arvilla.turner@hotmail.com
2843,1,36.0,34.0,26.0,felipe.bins@gmail.com
2844,1,20.0,456.0,75.0,oquigley@gmail.com
2845,1,65.0,23.0,35.0,whodkiewicz@gmail.com
2846,1,24.0,38.0,92.0,anabel48@hotmail.com
2847,1,48.0,38.0,36.0,rickie.oberbrunner@yahoo.com
2848,1,45.0,39.0,61.0,davis.jamie@raynor.info
2849,1,21.0,39.0,28.0,elias.medhurst@hickle.com
2850,1,24.0,33.0,65.0,mckenzie.spencer@yahoo.com
2851,1,50.0,39.0,55.0,adriana29@brekke.info
2852,1,27.0,40.0,47.0,lindsay.wyman@hotmail.com
2853,1,29.0,40.0,42.0,deanna.witting@gmail.com
2854,1,31.0,40.0,42.0,kane38@armstrong.com
2855,1,49.0,40.0,52.0,freda95@harber.com
2856,1,33.0,45.0,60.0,clifton.heaney@baumbach.net
2857,1,31.0,42.0,54.0,cheaney@bashirian.com
2858,1,59.0,43.0,60.0,jada.champlin@yahoo.com
2859,1,50.0,43.0,45.0,mquigley@vonrueden.com
2860,1,47.0,43.0,41.0,smurazik@yost.com
2861,1,32.0,43.0,50.0,kemmer.adele@gmail.com
2862,1,69.0,44.0,46.0,ulehner@shanahan.info
2863,1,56.0,44.0,51.0,bette33@gmail.com
2864,1,53.0,46.0,46.0,xwaelchi@yahoo.com
2865,1,70.0,500.0,56.0,eino.gutmann@runolfsson.com
2866,1,19.0,46.0,55.0,wolff.corene@gmail.com
2867,1,67.0,46.0,52.0,wwilliamson@yahoo.com
2868,1,19.0,47.0,59.0,ykshlerin@hotmail.com
2869,1,63.0,47.0,51.0,hand.shakira@yahoo.com
2870,1,18.0,55.0,59.0,zeffertz@hotmail.com
2871,1,43.0,48.0,50.0,spencer35@reichel.com
2872,1,68.0,48.0,48.0,rtorp@hotmail.com
2873,1,19.0,48.0,59.0,luciano.lebsack@yahoo.com
2874,1,32.0,1234.0,47.0,akihn@pfeffer.info
2875,1,32.0,48.0,55.0,mayert.arnaldo@yahoo.com
2876,1,47.0,49.0,42.0,wwatsica@yahoo.com
2877,1,60.0,123.0,49.0,bhilpert@yahoo.com
2878,1,60.0,50.0,56.0,zulauf.kennedy@reichel.org
2879,1,59.0,50.0,47.0,novella.kemmer@brekke.net
2880,1,26.0,54.0,54.0,keebler.sandra@goldner.com
2881,1,67.0,54.0,53.0,janice.baumbach@rutherford.com
2882,1,40.0,54.0,48.0,nayeli46@gmail.com
2883,1,23.0,54.0,52.0,steve86@yahoo.com
2884,1,49.0,54.0,42.0,vpouros@yahoo.com
2885,1,57.0,111.0,51.0,emil67@gmail.com
2886,1,38.0,54.0,55.0,morissette.sarina@yahoo.com
2887,1,67.0,54.0,50.0,uthiel@hotmail.com
2888,1,46.0,54.0,44.0,brionna.herman@gmail.com
2889,1,21.0,54.0,57.0,reta.steuber@lubowitz.com
2890,1,48.0,54.0,46.0,ethan78@yahoo.com
2891,1,19.0,54.0,58.0,doyle.kertzmann@runolfsdottir.com
2892,1,22.0,222.0,55.0,boris05@kilback.com
2893,1,34.0,57.0,60.0,larkin.einar@hotmail.com
2894,1,50.0,58.0,46.0,morissette.jarret@denesik.com
2895,1,68.0,58.0,55.0,breitenberg.robert@gmail.com
2896,1,18.0,59.0,41.0,mercedes84@gmail.com
2897,1,48.0,3334.0,49.0,nterry@hettinger.com
2898,1,40.0,60.0,40.0,heather78@hotmail.com
2899,1,32.0,60.0,42.0,jjenkins@ferry.biz
2900,1,24.0,60.0,52.0,fletcher.kling@emard.net
2901,1,47.0,60.0,47.0,jacklyn71@yahoo.com
2902,1,27.0,60.0,50.0,dwisoky@hotmail.com
2903,1,21.0,60.0,42.0,denesik.josh@yahoo.com
2904,1,20.0,61.0,49.0,deborah89@gmail.com
2905,1,23.0,45.0,41.0,jlemke@connelly.net
2906,1,49.0,62.0,48.0,joesph.wyman@kertzmann.biz
2907,1,67.0,62.0,59.0,pkshlerin@hotmail.com
2908,1,26.0,62.0,55.0,haylee70@torphy.com
2909,1,49.0,62.0,56.0,dshields@gmail.com
2910,1,21.0,62.0,42.0,dach.ruby@gmail.com
2911,1,20.0,62.0,50.0,alanna.schiller@hotmail.com
2912,1,56.0,54.0,46.0,alejandra.hickle@legros.net
2913,1,68.0,63.0,43.0,guido10@hane.info
2914,1,66.0,63.0,48.0,ynader@hotmail.com
2915,1,65.0,1000.0,52.0,wbosco@yahoo.com
2916,1,19.0,63.0,54.0,josephine11@hills.com
2917,1,38.0,63.0,42.0,kirstin40@hotmail.com
2918,1,19.0,64.0,46.0,eharber@bahringer.info
2919,1,18.0,64.0,48.0,destinee.stracke@yahoo.com
2920,1,69.0,65.0,50.0,gbednar@gerhold.com
2921,1,63.0,65.0,43.0,brakus.tomas@gmail.com
2922,1,49.0,65.0,59.0,pdibbert@hotmail.com
2923,1,18.0,65.0,43.0,candace.schamberger@dubuque.org
2924,1,50.0,67.0,57.0,xledner@lind.info
2925,1,27.0,67.0,56.0,omohr@weissnat.org
2926,1,38.0,67.0,40.0,white.elody@hotmail.com
2927,1,40.0,67.0,58.0,fdenesik@gmail.com
2928,1,39.0,44.0,91.0,bsipes@runte.com
2929,1,23.0,69.0,29.0,consuelo.abshire@gmail.com
2930,1,23.0,1200.0,77.0,rahsaan89@hotmail.com
2931,1,43.0,70.0,35.0,glover.antwon@yahoo.com
2932,1,40.0,71.0,95.0,savannah94@oconnell.com
2934,1,56.0,71.0,75.0,alene87@yahoo.com
2936,1,39.0,71.0,75.0,gregg78@white.com
2937,1,25.0,71.0,34.0,lea.herzog@gmail.com
2938,1,31.0,72.0,71.0,janiya.cruickshank@hotmail.com
2940,1,29.0,500.0,88.0,robin.emmerich@gmail.com
2942,1,32.0,73.0,73.0,chaz35@kassulke.com
2944,1,35.0,74.0,72.0,smorissette@schroeder.biz
2946,1,32.0,75.0,93.0,modesta09@hotmail.com
2947,1,28.0,75.0,40.0,pstanton@damore.com
2948,1,32.0,76.0,87.0,edmund95@lind.net
2950,1,28.0,77.0,97.0,al.durgan@yahoo.com
2951,1,22.0,234.0,36.0,sarina34@blick.com
2952,1,32.0,77.0,74.0,fdicki@hotmail.com
2953,1,34.0,77.0,22.0,dmante@gmail.com
2954,1,34.0,78.0,90.0,hayden04@gmail.com
2956,1,39.0,78.0,88.0,jason.feest@gmail.com
2958,1,38.0,78.0,76.0,psawayn@yahoo.com
2960,1,27.0,78.0,50.0,alysson61@kreiger.com
2962,1,30.0,78.0,78.0,wtorp@gmail.com
2964,1,30.0,78.0,73.0,idicki@runolfsdottir.biz
2965,1,56.0,78.0,35.0,hirthe.merl@lang.org
2966,1,29.0,79.0,83.0,bwilliamson@ondricka.org
2968,1,31.0,81.0,93.0,phomenick@effertz.com
2969,1,50.0,81.0,26.0,murazik.liliana@brekke.com
2970,1,36.0,85.0,75.0,alan.jerde@halvorson.com
2972,1,44.0,1300.0,95.0,johan82@bogisich.com
2973,1,36.0,61.0,27.0,wgrimes@connelly.com
2974,1,32.0,87.0,63.0,nicola.blick@yahoo.com
2976,1,28.0,87.0,75.0,lueilwitz.stephon@gmail.com
2978,1,36.0,87.0,92.0,nicola22@gmail.com
2980,1,30.0,88.0,86.0,abernathy.eloisa@smith.com
2982,1,27.0,88.0,69.0,jhagenes@gmail.com
2984,1,35.0,345.0,90.0,delmer.runolfsson@grant.com
2985,1,37.0,93.0,32.0,ryost@yost.org
2986,1,32.0,97.0,86.0,isabell88@yahoo.com
2988,1,29.0,98.0,88.0,douglas.crawford@hotmail.com
2989,1,41.0,98.0,50.0,blaze79@torphy.biz
2990,1,50.0,99.0,97.0,mhowe@daniel.com
2991,1,54.0,99.0,24.0,uriah42@mosciski.info
2992,1,28.0,101.0,68.0,ebba.collins@bechtelar.com
2994,1,36.0,103.0,85.0,bria.reinger@yahoo.com
2995,1,34.0,103.0,23.0,kassulke.jimmie@glover.com
2996,1,32.0,103.0,69.0,imurphy@hotmail.com
2998,1,38.0,113.0,91.0,logan92@olson.com
3000,1,23.0,120.0,79.0,doyle.kamille@hotmail.com
3001,1,45.0,120.0,28.0,francisca.reilly@hotmail.com
3002,1,32.0,126.0,74.0,qeffertz@gmail.com
3004,1,59.0,450.0,83.0,bjones@cronin.biz
3005,1,53.0,46.0,46.0,mabernathy@gmail.com
3006,1,70.0,46.0,56.0,seamus46@mertz.com
3007,1,19.0,46.0,55.0,aniyah.boehm@yahoo.com
3008,1,67.0,47.0,52.0,lhuel@von.org
3009,1,54.0,47.0,59.0,wunsch.alysha@hotmail.com
3010,1,63.0,48.0,51.0,melyssa.mosciski@rippin.com
3011,1,18.0,48.0,59.0,ruthie.mante@hotmail.com
3012,1,43.0,48.0,50.0,hillard42@hotmail.com
3013,1,68.0,460.0,48.0,ashtyn46@gutkowski.info
3014,1,19.0,48.0,59.0,lehner.russ@yahoo.com
3015,1,32.0,48.0,47.0,barry.feeney@hilpert.biz
3016,1,70.0,49.0,55.0,norris.schaden@nicolas.biz
3017,1,47.0,49.0,67.0,petra.ferry@farrell.com
3018,1,60.0,50.0,49.0,belle86@stehr.com
3019,1,60.0,1111.0,66.0,dwhite@hotmail.com
3020,1,32.0,54.0,47.0,mann.verdie@yahoo.com
3021,1,26.0,54.0,54.0,schimmel.roger@yahoo.com
3022,1,45.0,54.0,53.0,stillman@hotmail.com
3023,1,40.0,222.0,48.0,lemuel49@ferry.com
3024,1,23.0,54.0,52.0,reanna82@gmail.com
3025,1,49.0,54.0,42.0,rebekah.west@mills.com
3026,1,57.0,54.0,89.0,champlin.kaela@bauch.com
3027,1,38.0,3333.0,55.0,spinka.josie@gmail.com
3028,1,67.0,54.0,49.0,lebsack.pierce@schmitt.com
3029,1,46.0,54.0,44.0,xkunde@bins.com
3030,1,21.0,54.0,23.0,dorcas07@gmail.com
3031,1,48.0,54.0,46.0,louvenia44@hotmail.com
3032,1,55.0,57.0,58.0,koepp.craig@nitzsche.com
3033,1,22.0,57.0,71.0,tabernathy@rosenbaum.com
3034,1,34.0,58.0,60.0,runte.boris@hotmail.com
3035,1,50.0,555.0,46.0,joseph.schaden@yahoo.com
3036,1,68.0,59.0,55.0,kyle.farrell@hotmail.com
3037,1,18.0,59.0,41.0,johanna45@gmail.com
3038,1,48.0,345.0,49.0,iklocko@corkery.biz
3039,1,40.0,61.0,40.0,vilma34@crist.com
3040,1,32.0,60.0,42.0,nicola73@yahoo.com
3041,1,24.0,60.0,52.0,waufderhar@weissnat.org
3042,1,47.0,60.0,45.0,wunsch.danyka@botsford.com
3043,1,27.0,60.0,77.0,brown.alec@yahoo.com
3044,1,48.0,610.0,42.0,maureen.hirthe@gmail.com
3045,1,20.0,61.0,49.0,kory77@gmail.com
3046,1,23.0,62.0,41.0,leann.klocko@gmail.com
3047,1,49.0,62.0,48.0,nathanial.koch@gislason.com
3048,1,67.0,62.0,59.0,ekuvalis@gmail.com
3049,1,26.0,62.0,55.0,ngorczany@lebsack.com
3050,1,49.0,62.0,56.0,hauck.leanna@gmail.com
3051,1,21.0,62.0,42.0,mharris@yahoo.com
3052,1,66.0,63.0,50.0,roderick94@dicki.info
3053,1,54.0,63.0,46.0,jairo.lang@hotmail.com
3054,1,68.0,63.0,43.0,tkuhlman@kshlerin.info
3055,1,66.0,63.0,78.0,triston.fisher@gmail.com
